,book_title,author,num_ratings,average_rating,5_star_reviews
10202,The Dragon Princess,E.D. Baker,6188,4.11,2584
10203,"Pandora Hearts, Vol. 5",Jun Mochizuki,4233,4.46,2583
10204,Till The Last Breath,Durjoy Datta,6879,3.97,2583
10205,The Virgins of Venice,Gina Buonaguro,5748,4.26,2583
10206,Selected Poems,Robert Frost,5948,4.14,2581
10207,Castelli di rabbia,Alessandro Baricco,9166,3.76,2579
10208,The Comfort of Strangers,Ian McEwan,18535,3.40,2578
10209,"The Sword of Truth, Boxed Set I: Wizard's First Rule, Blood of the Fold, Stone of Tears",Terry Goodkind,4631,4.29,2577
10210,The World to Come,Dara Horn,8635,3.86,2577
10211,Monkey: The Journey to the West,Wu Cheng'en,6959,4.04,2577
10212,City of Stars,Mary Hoffman,7953,4.03,2577
10213,The Fuck-Up,Arthur Nersesian,11210,3.59,2576
10214,Water Like a Stone,Deborah Crombie,7095,4.18,2575
10215,All Men Are Mortal,Simone de Beauvoir,6287,4.12,2574
10216,Unbowed,Wangari Maathai,6599,4.05,2573
10217,Lottery,Patricia Wood,9208,3.89,2572
10218,The Mandarins,Simone de Beauvoir,5755,4.18,2572
10219,Black Fire,William Kely McClung,5497,4.30,2570
10220,Nineteen Steps,Millie Bobby Brown,11134,3.72,2568
10221,The Keep,Jennifer Egan,16454,3.48,2565
10222,Ghost Road Blues,Jonathan Maberry,8531,3.78,2564
10223,H.R.H.,Danielle Steel,7969,3.74,2562
10224,Inside the Shadow City,Kirsten Miller,6260,4.07,2562
10225,Kissing the Witch: Old Tales in New Skins,Emma Donoghue,7970,3.88,2561
10226,The Telling,Ursula K. Le Guin,8022,3.97,2560
10227,The Jewel in the Crown,Paul Scott,5922,4.14,2560
10228,"The Punisher, Vol. 1: Welcome Back, Frank",Garth Ennis,5591,4.21,2560
10229,Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,6805,4.08,2559
10230,No Less Than Victory,Jeff Shaara,5549,4.32,2558
10231,Toe to Toe,Deborah Leblanc,5645,4.22,2556
10232,"The Goat, or Who is Sylvia?",Edward Albee,6941,3.92,2555
10233,What I Saw and How I Lied,Judy Blundell,14547,3.53,2554
10234,The Taming,Jude Deveraux,6975,3.96,2554
10235,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,7829,3.87,2553
10236,"Crouching Vampire, Hidden Fang",Katie MacAlister,6175,4.09,2551
10237,"More Than Love, A Husband's Tale",Peter B. Forster,5313,4.30,2545
10238,All I Know Now: Wonderings and Reflections on Growing Up Gracefully,Carrie Hope Fletcher,6943,4.02,2544
10239,"Dude, Where's My Country?",Michael Moore,15375,3.41,2543
10240,The Gates of Zion,Bodie Thoene,4936,4.30,2542
10241,The Year of Fog,Michelle Richmond,16231,3.47,2541
10242,A Brief History of Neoliberalism,David Harvey,6640,4.13,2537
10243,Nooit meer slapen,Willem Frederik Hermans,9488,3.86,2536
10244,A Day No Pigs Would Die,Robert Newton Peck,10121,3.58,2535
10245,Glitch,Heather Anastasiu,8296,3.72,2534
10246,The Love of the Last Tycoon,F. Scott Fitzgerald,12763,3.64,2533
10247,The Principia : Mathematical Principles of Natural Philosophy,Isaac Newton,4696,4.24,2533
10248,City of Illusions,Ursula K. Le Guin,9720,3.93,2529
10249,The Post-Office Girl,Stefan Zweig,7204,4.09,2529
10250,"Runaways, Vol. 8: Dead End Kids",Joss Whedon,6859,3.96,2529
10251,Summerland,Michael Chabon,12355,3.57,2526
10252,"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,5501,4.30,2524
10253,Auto-da-Fé,Elias Canetti,6089,4.02,2522
10254,Wolf at the Door,Christine Warren,7238,3.95,2521
10255,The Bus Driver Who Wanted to be God and Other Stories,Etgar Keret,7654,3.96,2518
10256,Warrior Rising,P.C. Cast,5569,4.13,2518
10257,"Vision to Reality: Stop Working, Start Living",Curtis L. Jenkins,5385,4.31,2517
10258,Election,Tom Perrotta,11965,3.82,2517
10259,Prologue: The Brothers,Chris Stewart,6764,3.96,2515
10260,"Standing in the Light: The Captive Diary of Catharine Carey Logan, Delaware Valley, Pennsylvania, 1763",Mary Pope Osborne,6664,4.01,2515
10261,The End of Poverty: Economic Possibilities for Our Time,Jeffrey D. Sachs,11046,3.69,2514
10262,Between the Lives,Jessica Shirvington,5369,4.20,2511
10263,Dark Tide I: Onslaught,Michael A. Stackpole,10105,3.76,2507
10264,The Beginning: Born at Midnight and Awake at Dawn,C.C. Hunter,3841,4.50,2506
10265,Tomorrow in the Battle Think on Me,Javier Marías,7323,3.96,2506
10266,Kallocain,Karin Boye,12711,3.72,2505
10267,Arctic Storm Rising,Dale Brown,5157,4.31,2505
10268,The War of Don Emmanuel's Nether Parts,Louis de Bernières,6848,4.06,2504
10269,Tales of the Dying Earth,Jack Vance,5667,4.13,2504
10270,"Marvel Masterworks: The Amazing Spider-Man, Vol. 1",Stan Lee,4818,4.30,2501
10271,Snowfall at Willow Lake,Susan Wiggs,7074,4.08,2501
10272,Echo,Alyson Noel,7270,3.88,2501
10273,Murder Board,Brian Christopher Shea,5806,4.18,2501
10274,American Rust,Philipp Meyer,12327,3.72,2499
10275,Questa notte ho sognato in cubano,Cristina García,11688,3.68,2498
10276,The Bloody Crown of Conan,Robert E. Howard,5025,4.31,2496
10277,The White Steamship,Chingiz Aitmatov,6209,4.12,2492
10278,Lost Souls,Lisa Jackson,7554,3.92,2492
10279,The Kingdom of the Cults,Walter Ralston Martin,4963,4.24,2490
10280,The Seekers,John Jakes,6756,4.11,2488
10281,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter,5841,4.15,2487
10282,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,7543,4.02,2487
10283,When Heroes Flew,"H.W. ""Buzz"" Bernard",3906,4.52,2484
10284,My Enemy's Cradle,Sara Young,6990,4.06,2484
10285,Julia's Chocolates,Cathy  Lamb,7764,3.85,2482
10286,Vampire Blood Trilogy,Darren Shan,5400,4.18,2482
10287,Poems of Fernando Pessoa,Fernando Pessoa,4020,4.49,2480
10288,"Gun, With Occasional Music",Jonathan Lethem,11159,3.76,2477
10289,Stone's Fall,Iain Pears,8529,3.87,2477
10290,"Pandora Hearts, Volume 7",Jun Mochizuki,3912,4.48,2477
10291,Appellate Judge,Behcet Kaya,5494,4.30,2477
10292,War Hawk,James Rollins,5752,4.22,2475
10293,The Web,Jonathan Kellerman,10036,3.76,2475
10294,The Fever,Megan Abbott,25450,3.10,2474
10295,The Secret Magdalene,Ki Longfellow,4595,4.15,2473
10296,A Time of Exile,Katharine Kerr,7146,4.02,2472
10297,Botchan,Natsume Sōseki,13362,3.64,2471
10298,Saint Joan,George Bernard Shaw,9131,3.77,2471
10299,Never Look Back,Lesley Pearse,4167,4.42,2468
10300,If The Dead Rise Not,Philip Kerr,7127,4.12,2468
10301,This Republic of Suffering: Death and the American Civil War,Drew Gilpin Faust,6906,4.04,2467
10302,Gone to Soldiers,Marge Piercy,4998,4.26,2466
10303,Passage,Lois McMaster Bujold,7807,3.96,2466
10304,Health at Every Size: The Surprising Truth About Your Weight,Linda Bacon,5436,4.21,2466
10305,Clara Callan,Richard B. Wright,9111,3.87,2466
10306,Coin Locker Babies,Ryū Murakami,8524,3.79,2466
10307,Secrets,Danielle Steel,7487,3.86,2465
10308,"Sit, Walk, Stand",Watchman Nee,4075,4.44,2464
10309,"The Selection Series 0.5, 1-2 Box Set",Kiera Cass,3379,4.58,2464
10310,Heaven Cent,Piers Anthony,10439,3.67,2464
10311,A Three Dog Life,Abigail Thomas,9223,3.78,2461
10312,The Dying Animal,Philip Roth,12050,3.62,2461
10313,Jamilia,Chingiz Aitmatov,8291,3.89,2460
10314,Poison,Chris Wooding,6374,4.01,2459
10315,Eternal,Cynthia Leitich Smith,8333,3.60,2458
10316,High Country,Nevada Barr,9011,3.92,2457
10317,Rush Revere and the Brave Pilgrims,Rush Limbaugh,5190,4.12,2456
10318,"Brave, Not Perfect: Fear Less, Fail More, and Live Bolder",Reshma Saujani,8548,3.88,2455
10319,"Waldo and Magic, Inc",Robert A. Heinlein,8475,3.87,2454
10320,Evil Genius,Catherine Jinks,8510,3.81,2453
10321,Skylark,Patricia MacLachlan,7154,3.99,2449
10322,World War Hulk,Greg Pak,6698,3.98,2449
10323,Ramayana,Vālmīki,5060,4.20,2448
10324,Treason,Orson Scott Card,7835,3.90,2446
10325,The Divided Self: An Existential Study in Sanity and Madness,R.D. Laing,5886,4.11,2442
10326,The Secret Diary of Laura Palmer,Jennifer  Lynch,10683,3.67,2440
10327,The Spell of the Sensuous: Perception and Language in a More-Than-Human World,David Abram,4912,4.16,2440
10328,Late Nights on Air,Elizabeth Hay,12223,3.57,2438
10329,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,8862,3.92,2438
10330,Whirlwind,James Clavell,7866,3.86,2437
10331,The Toughest Indian in the World,Sherman Alexie,7022,4.08,2434
10332,The Outlander,Gil Adamson,10424,3.74,2432
10333,The Foundling,Georgette Heyer,7192,3.97,2431
10334,ثرثرة فوق النيل,Naguib Mahfouz,9417,3.76,2430
10335,Bitten & Smitten,Michelle Rowen,8673,3.73,2430
10336,Don Juan,Lord Byron,8466,3.78,2430
10337,My First Summer in the Sierra,John Muir,6655,4.06,2429
10338,Brodeck,Philippe Claudel,5886,4.14,2429
10339,The Human Factor,Graham Greene,9617,3.91,2428
10340,Uniform Justice,Donna Leon,9321,3.89,2425
10341,Twelve,Lauren Myracle,6000,4.03,2424
10342,Ogniem i mieczem,Henryk Sienkiewicz,5971,4.05,2423
10343,C.P. Cavafy: Collected Poems,Constantinos P. Cavafy,4332,4.38,2419
10344,Second Chance,Danielle Steel,7208,3.83,2418
10345,معالم في الطريق,Sayed Qutb,5446,3.92,2414
10346,Mao II,Don DeLillo,12000,3.69,2409
10347,The Natural,Bernard Malamud,11666,3.62,2409
10348,The Sweet Hereafter,Russell Banks,9646,3.86,2408
10349,A Sport and a Pastime,James Salter,10073,3.66,2407
10350,The Engines of God,Jack McDevitt,9706,3.83,2407
10351,The March of Folly,Barbara W. Tuchman,6739,4.02,2406
10352,Nectar in a Sieve,Kamala Markandaya,10306,3.68,2405
10353,Malevil,Robert Merle,4996,4.25,2404
10354,Starman Jones,Robert A. Heinlein,8749,3.88,2403
10355,The King of Elfland's Daughter,Lord Dunsany,7866,3.83,2403
10356,Short Cuts: Selected Stories,Raymond Carver,6421,4.10,2401
10357,The Return of the Dancing Master,Henning Mankell,9140,3.90,2400
10358,Алмазная колесница,Boris Akunin,3994,4.44,2398
10359,Sashenka,Simon Sebag Montefiore,6050,4.06,2398
10360,Memory and Dream,Charles de Lint,5403,4.23,2396
10361,"Freedom from Fear: The American People in Depression and War, 1929-1945",David M. Kennedy,5145,4.19,2395
10362,Wittgenstein's Mistress,David Markson,6561,3.95,2394
10363,Ana Rocha: Shadows of Justice,Ammar Habib,5501,4.24,2392
10364,The Ringed Castle,Dorothy Dunnett,3552,4.58,2389
10365,Imperial Bedrooms,Bret Easton Ellis,19177,3.19,2386
10366,Winter Study,Nevada Barr,8958,3.87,2385
10367,Le Voleur d'ombres,Marc Levy,7534,3.91,2384
10368,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,12732,3.51,2381
10369,Swords Against Death,Fritz Leiber,7228,4.04,2380
10370,A Giant Problem,Tony DiTerlizzi,7741,3.83,2379
10371,House Made of Dawn,N. Scott Momaday,9416,3.63,2379
10372,Our Blue Orange,A.R. Merrydew,5315,4.24,2378
10373,La colmena,Camilo José Cela,9249,3.75,2377
10374,The Book of Fate,Brad Meltzer,12080,3.63,2376
10375,Dead Man Rising,Lilith Saintcrow,7823,3.87,2376
10376,Trumpet,Jackie Kay,6634,4.06,2375
10377,Our Only May Amelia,Jennifer L. Holm,8525,3.83,2375
10378,Sacrifice,Sharon J. Bolton,8424,3.91,2375
10379,Notes from an Exhibition,Patrick Gale,8693,3.87,2372
10380,Plutarch's Lives: Volume I,Plutarch,5762,4.10,2372
10381,Holy the Firm,Annie Dillard,4997,4.20,2372
10382,Beyond Belief: The Secret Gospel of Thomas,Elaine Pagels,7218,3.91,2371
10383,Wastelands: Stories of the Apocalypse,John Joseph Adams,10270,3.76,2370
10384,"Thuvia, Maid of Mars",Edgar Rice Burroughs,9454,3.76,2369
10385,So Yesterday,Scott Westerfeld,11301,3.58,2368
10386,Bangkok 8,John Burdett,10638,3.75,2367
10387,The Golem,Gustav Meyrink,8004,3.84,2366
10388,Last Days,Adam Nevill,9500,3.77,2366
10389,Lady Killer,Lisa Scottoline,9666,3.83,2365
10390,Down and Out in the Magic Kingdom,Cory Doctorow,13683,3.56,2364
10391,The Golem,Gustav Meyrink,8000,3.84,2363
10392,How Do Dinosaurs Get Well Soon?,Jane Yolen,5531,4.10,2363
10393,An Irish Country Christmas,Patrick Taylor,7286,4.03,2362
10394,Some Danger Involved,Will Thomas,8336,3.94,2360
10395,A Dead and Stormy Night,Steffanie Holmes,7477,3.91,2359
10396,Human Action: A Treatise on Economics,Ludwig von Mises,4006,4.34,2358
10397,Nicholas on Vacation,René Goscinny,5191,4.20,2355
10398,The Secret Pearl,Mary Balogh,7059,3.90,2353
10399,The Divine Invasion,Philip K. Dick,8943,3.82,2353
10400,The Girl In Times Square,Paullina Simons,8101,3.89,2353
10401,Night of the Rat,Tanya Thompson,5151,4.25,2353
10402,Moonbreeze,Adrienne Woods,4916,4.16,2352
10403,City of Saints and Madmen,Jeff VanderMeer,7220,3.87,2351
10404,"Shatter Me Complete Collection: Shatter Me, Destroy Me, Unravel Me, Fracture Me, Ignite Me",Tahereh Mafi,3308,4.57,2349
10405,The First Step,Tao Wong,5755,4.11,2349
10406,The Templar Knight: Book Two of the Crusades Trilogy,Jan Guillou,6179,4.15,2348
10407,I Spit on Your Graves,Boris Vian,10935,3.58,2347
10408,The Miracle Life of Edgar Mint,Brady Udall,7339,3.97,2345
10409,The Book With No Name,Anonymous,6945,3.85,2344
10410,Running Wild,Michael Morpurgo,4874,4.21,2344
10411,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,8852,3.67,2343
10412,Jack of Shadows,Roger Zelazny,6975,3.99,2343
10413,Tell Me I’m Worthless,Alison Rumfitt,9257,3.57,2342
10414,Seven Plays,Sam Shepard,5380,4.17,2341
10415,Engleby,Sebastian Faulks,9738,3.75,2340
10416,The Human Comedy,William Saroyan,6104,4.02,2337
10417,Ice Haven,Daniel Clowes,7228,3.93,2337
10418,Fighting to Survive,Rhiannon Frater,5587,4.11,2336
10419,The Sound of the Mountain,Yasunari Kawabata,8259,3.86,2335
10420,Company Commander: The Classic Infantry Memoir of World War II,Charles B. MacDonald,4812,4.23,2335
10421,Borderline,Nevada Barr,8259,3.93,2334
10422,All Tomorrows: The Myriad Species and Mixed Fortunes of Man,Nemo Ramjet,5053,4.22,2334
10423,"Magic Cottage, Das Haus auf dem Land",James Herbert,7223,3.87,2333
10424,I Married a Communist,Philip Roth,9223,3.86,2331
10425,Flashman in the Great Game,George MacDonald Fraser,4524,4.37,2330
10426,The Mammy,Brendan O'Carroll,5966,4.09,2330
10427,"I, Lucifer",Glen Duncan,9408,3.60,2329
10428,The Truth with Jokes,Al Franken,8208,3.87,2328
10429,The Man Without A Face,David Archer,4205,4.39,2327
10430,Problems at the Pub,Kirsten Fullmer,4913,4.34,2326
10431,How Fiction Works,James  Wood,7445,4.00,2325
10432,Toby Alone,Timothée de Fombelle,4648,4.27,2325
10433,Lord of Fire,Gaelen Foley,6461,4.00,2324
10434,The Art of Dreaming,Carlos Castaneda,5622,4.02,2324
10435,Water Music,T. Coraghessan Boyle,5074,4.20,2324
10436,Life on Air: Memoirs of a Broadcaster,David Attenborough,4202,4.41,2324
10437,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,7156,3.80,2323
10438,Star Wars: Labyrinth of Evil,James Luceno,8134,3.84,2323
10439,Siege,Rhiannon Frater,5038,4.16,2322
10440,The Furies,John Jakes,6057,4.14,2318
10441,The Postcard,Beverly Lewis,5527,4.10,2317
10442,Pegasus,Robin McKinley,9220,3.62,2315
10443,The Piano Teacher,Janice Y.K. Lee,22843,3.36,2314
10444,Mission of Gravity,Hal Clement,7320,3.90,2314
10445,Father Elijah: An Apocalypse,Michael D. O'Brien,3863,4.42,2314
10446,My Point... And I Do Have One,Ellen DeGeneres,8704,3.63,2314
10447,The Raging Quiet,Sherryl Jordan,4816,4.24,2313
10448,"Allergic to Girls, School, and Other Scary Things",Lenore Look,6940,3.82,2312
10449,Twice Upon a Time,James  Riley,4403,4.33,2312
10450,Hatter's Castle,A.J. Cronin,4231,4.35,2311
10451,Bright-Sided: How the Relentless Promotion of Positive Thinking Has Undermined America,Barbara Ehrenreich,9997,3.73,2309
10452,The Chaos,Rachel Ward,8302,3.80,2303
10453,Fletch,Gregory McDonald,8404,3.90,2302
10454,Lilith,George MacDonald,6646,3.88,2299
10455,Hot Mahogany,Stuart Woods,7944,3.87,2299
10456,"I'll Be Your Drill, Soldier",Crystal Rose,5395,4.07,2299
10457,The End of Everything,Megan Abbott,15418,3.35,2298
10458,The Emperor,Robert         Reid,5013,4.30,2298
10459,"Through a Glass, Darkly",Jostein Gaarder,8157,3.81,2298
10460,Culture and Imperialism,Edward W. Said,5361,4.18,2297
10461,The Witches of Eastwick,John Updike,17347,3.23,2297
10462,The Transmigration of Timothy Archer,Philip K. Dick,8090,3.89,2295
10463,The Americans,John Jakes,5045,4.26,2293
10464,Liberal Fascism: The Secret History of the American Left from Mussolini to the Politics of Meaning,Jonah Goldberg,5869,3.96,2292
10465,Animorphs,K.A. Applegate,4190,4.37,2292
10466,In Desert and Wilderness,Henryk Sienkiewicz,10809,3.34,2291
10467,The Feast of Love,Charles Baxter,9527,3.69,2290
10468,The Iron Witch,Karen Mahoney,9790,3.45,2290
10469,Niccolò Rising,Dorothy Dunnett,4428,4.28,2288
10470,A Job From Hell,Jayde Scott,8287,3.56,2287
10471,Gone For Soldiers,Jeff Shaara,5908,4.16,2287
10472,The People of Paper,Salvador Plascencia,5282,4.07,2286
10473,The Next 100 Years: A Forecast for the 21st Century,George Friedman,10541,3.67,2286
10474,Mr. Tickle,Roger Hargreaves,5238,3.98,2283
10475,Byzantium,Stephen R. Lawhead,5124,4.21,2281
10476,The Stone Raft,José Saramago,8821,3.82,2279
10477,انتحار فاشل,أحمد جمال الدين رمضان,3074,4.58,2277
10478,The Book of the New Sun,Gene Wolfe,4230,4.22,2275
10479,Warsaw Requiem,Bodie Thoene,3965,4.45,2273
10480,The Lost Girls,John Glatt,6244,4.07,2273
10481,Magenta,John Payton Foden,5080,4.26,2273
10482,Star Wars: The Truce at Bakura,Kathy Tyers,13436,3.45,2273
10483,Lost Boys,Orson Scott Card,9348,3.61,2272
10484,Die Mitte der Welt,Andreas Steinhöfel,4996,4.16,2271
10485,The Music of Dolphins,Karen Hesse,6969,3.85,2269
10486,Parade's End,Ford Madox Ford,6631,3.87,2269
10487,Teachings of the Prophet Joseph Smith,Joseph Smith Jr.,3431,4.47,2267
10488,Komt een vrouw bij de dokter,Kluun,8800,3.71,2265
10489,The Lonely Londoners,Sam Selvon,11398,3.70,2265
10490,تصوف: منقذو الآلهة,Nikos Kazantzakis,5137,4.08,2265
10491,The Wolfen,Whitley Strieber,7385,3.84,2262
10492,The New Oxford Annotated Bible: New Revised Standard Version,Anonymous,3798,4.34,2262
10493,The Dragon Queen,William  Andrews,4914,4.25,2260
10494,Rowan of Rin,Emily Rodda,6683,3.94,2257
10495,A Season in Hell,Arthur Rimbaud,5628,4.07,2257
10496,Cymbeline,William Shakespeare,10723,3.59,2257
10497,De avonden,Gerard Reve,10888,3.50,2256
10498,The Integral Trees,Larry Niven,9188,3.76,2255
10499,Beautiful You,Chuck Palahniuk,18517,3.04,2252
10500,Patrimony,Philip Roth,5467,4.21,2252
10501,Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez,4943,4.28,2250
10502,On Top of Concord Hill,Maria D. Wilkes,5011,4.05,2249
10503,Space,James A. Michener,6671,4.00,2249
10504,"Firestarters: How Innovators, Instigators, and Initiators Can Inspire You to Ignite Your Own Life",Raoul Davis Jr.,4889,4.29,2248
10505,Bittersweet,Danielle Steel,6296,3.89,2246
10506,The Seduction of the Crimson Rose,Lauren Willig,8531,3.88,2245
10507,Dark Tales,Shirley Jackson,7371,4.01,2245
10508,Drop Dead Beautiful,Jackie Collins,5449,4.05,2244
10509,You Can't Win,Jack   Black,4378,4.33,2242
10510,Nova,Samuel R. Delany,8364,3.81,2241
10511,Flesh and Blood,Michael Cunningham,6101,4.05,2240
10512,The Penultimate Truth,Philip K. Dick,10181,3.78,2240
10513,Julie's Wolf Pack,Jean Craighead George,6039,4.02,2239
10514,Long After,Cheryl McIntyre,5159,4.20,2236
10515,Dark Guardian,Ammar Habib,5325,4.21,2232
10516,Wings,Danielle Steel,6170,3.93,2230
10517,A Judgement in Stone,Ruth Rendell,7400,3.90,2228
10518,"Le deuxième sexe, I",Simone de Beauvoir,5024,4.22,2227
10519,Winter Rose,Patricia A. McKillip,7420,3.85,2225
10520,The Princess and the Hound,Mette Ivie Harrison,12065,3.46,2224
10521,Runemarks,Joanne Harris,8700,3.74,2224
10522,Effi Briest,Theodor Fontane,14177,3.26,2223
10523,Cosmopolis,Don DeLillo,17526,3.26,2220
10524,The Tied Man,Tabitha McGowan,5013,4.05,2220
10525,The Devil's Teeth: A True Story of Obsession and Survival Among America's Great White Sharks,Susan Casey,6634,4.01,2219
10526,The History of the Ancient World: From the Earliest Accounts to the Fall of Rome,Susan Wise Bauer,5775,4.11,2218
10527,The Immoralist,André Gide,12184,3.56,2214
10528,Two or Three Things I Know for Sure,Dorothy Allison,5474,4.12,2213
10529,Little Heaven,Nick Cutter,8204,3.82,2208
10530,Gentle Ben,Walt Morey,5157,4.14,2206
10531,The Dosadi Experiment,Frank Herbert,7729,3.83,2206
10532,Of Bees and Mist,Erick Setiawan,7666,3.76,2204
10533,Burnt Offerings,Robert Marasco,8565,3.80,2203
10534,The Stolen Throne,David Gaider,9028,3.74,2203
10535,Six Months to Live,Lurlene McDaniel,4812,4.16,2203
10536,The Cellar,Richard Laymon,8136,3.64,2202
10537,Naked Pictures of Famous People,Jon Stewart,9953,3.58,2202
10538,Dark Harvest,Norman Partridge,10157,3.63,2201
10539,Cities in Flight,James Blish,6499,3.93,2201
10540,A Daughter of Zion,Bodie Thoene,3939,4.40,2200
10541,Reflex,Steven Gould,7019,3.99,2199
10542,Elphame's Choice,P.C. Cast,5409,4.03,2198
10543,Giants in the Earth,O.E. Rølvaag,5803,4.03,2197
10544,The Book of Bright Ideas,Sandra Kring,6933,3.99,2196
10545,As Meat Loves Salt,Maria McCann,5754,3.91,2196
10546,Tracker,James Rollins,5747,4.10,2195
10547,The White Boy Shuffle,Paul Beatty,5799,4.10,2194
10548,The Tender Years,Janette Oke,5137,4.10,2194
10549,Blue Skies,Catherine Anderson,5145,4.15,2193
10550,Kipper,Mick Inkpen,4736,4.13,2192
10551,Espedair Street,Iain Banks,7834,3.89,2192
10552,The Skull Beneath the Skin,P.D. James,8548,3.78,2191
10553,Rectoverso,Dee Lestari,7302,3.90,2191
10554,The Secret of Terror Castle,Robert Arthur,6266,4.05,2190
10555,Un homme qui dort,Georges Perec,5777,4.06,2189
10556,മയ്യഴിപ്പുഴയുടെ തീരങ്ങളിൽ | Mayyazhippuzhayude Theerangalil,M. Mukundan,4760,4.17,2189
10557,Ten Days that Shook the World,John   Reed,6899,3.93,2187
10558,Lila: An Inquiry Into Morals,Robert M. Pirsig,7074,3.83,2186
10559,Shadow Country,Peter Matthiessen,5253,4.07,2184
10560,The Pushcart War,Jean Merrill,4810,4.19,2180
10561,Holly Jolly: Campfire Stories,JK Franko Junior,4436,4.35,2180
10562,The Brotherhood of the Grape,John Fante,5729,4.16,2179
10563,Amber Beach,Elizabeth Lowell,6430,3.98,2179
10564,The Last of the Wine,Mary Renault,5788,4.05,2179
10565,Spellsinger,Alan Dean Foster,7274,3.86,2177
10566,Sign of the Cross,Chris Kuzneski,6466,3.92,2173
10567,Shadow Play,Iris Johansen,5421,4.10,2173
10568,The Chronicles of Amber: Volume I,Roger Zelazny,3888,4.35,2172
10569,Stargazer,Patrick Carman,5035,4.12,2172
10570,Houdini Heart,Ki Longfellow,5467,3.84,2170
10571,Waiting for Nick / Considering Kate,Nora Roberts,4191,4.29,2169
10572,Island,Richard Laymon,6852,3.78,2169
10573,Snow in August,Pete Hamill,6985,3.96,2168
10574,Eve of the Emperor Penguin,Mary Pope Osborne,4914,4.08,2167
10575,Zom-B,Darren Shan,8372,3.57,2167
10576,A Very Long Engagement,Sébastien Japrisot,7304,3.90,2166
10577,Piano Lessons Can Be Murder,R.L. Stine,8688,3.57,2165
10578,"Nigella Christmas: Food, Family, Friends, Festivities",Nigella Lawson,4281,4.24,2165
10579,Foxmask,Juliet Marillier,5299,4.13,2164
10580,Birthing from Within: An Extra-Ordinary Guide to Childbirth Preparation,Pam England,5912,4.01,2163
10581,The Little Vampire,Angela Sommer-Bodenburg,5539,4.06,2160
10582,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620",Kathryn Lasky,9058,3.68,2158
10583,Madita,Astrid Lindgren,4879,4.18,2156
10584,Collected Works: Wise Blood / A Good Man Is Hard to Find / The Violent Bear It Away / Everything That Rises Must Converge / Essays and Letters,Flannery O'Connor,3351,4.50,2155
10585,Rumah Kaca,Pramoedya Ananta Toer,4104,4.34,2154
10586,House of Glass,Pramoedya Ananta Toer,4104,4.34,2154
10587,The Night Train at Deoli and Other Stories,Ruskin Bond,4961,4.21,2154
10588,The Taker,Alma Katsu,8051,3.66,2149
10589,Surviving Chaos: How I Found Peace at A Beach Bar,Harold Phifer,4662,4.29,2148
10590,Married by Mistake,Abby Gaines,10748,3.57,2146
10591,Sarah's Child,Linda Howard,7431,3.70,2144
10592,Black Eagle,Jack     Slater,3443,4.51,2143
10593,A Team of One: An Unsanctioned Asset Thriller,Brad Lee,3250,4.58,2141
10594,Downtown Owl,Chuck Klosterman,12555,3.57,2138
10595,The Divide,Nicholas Evans,9017,3.76,2138
10596,If Angels Burn,Lynn Viehl,6929,3.78,2137
10597,The Rock of Tanios,Amin Maalouf,7358,3.97,2135
10598,Petersburg,Andrei Bely,5357,3.97,2134
10599,Sora's Quest,T.L. Shreffler,5407,3.99,2133
10600,Adrian Mole and the Weapons of Mass Destruction,Sue Townsend,6709,3.93,2131
10601,Hard Rain Falling,Don Carpenter,5536,4.15,2130
10602,City of the Dead,Brian Keene,6248,3.89,2130
10603,On Certainty,Ludwig Wittgenstein,4704,4.16,2130
10604,Creation,Gore Vidal,4626,4.23,2128
10605,The Death of a President: November 1963,William Manchester,4349,4.25,2125
10606,The White Masai,Corinne Hofmann,9455,3.53,2123
10607,Me and Mr. Darcy,Alexandra Potter,13407,3.22,2122
10608,Made,J.M. Darhower,3155,4.51,2120
10609,The Final Solution,Michael Chabon,18689,3.35,2119
10610,Rappaccini's Daughter,Nathaniel Hawthorne,7161,3.90,2118
10611,Red Sorghum,Mo Yan,7802,3.80,2117
10612,The Art of the Novel,Milan Kundera,6517,3.98,2115
10613,How to Deal,Sarah Dessen,6679,3.79,2113
10614,The New American Bible,Anonymous,2820,4.54,2112
10615,Music in the Night,V.C. Andrews,6391,3.86,2109
10616,Nightlight: A Parody,The Harvard Lampoon,11327,3.07,2109
10617,The Chessmen of Mars,Edgar Rice Burroughs,7845,3.83,2108
10618,The 120 Days of Sodom,Marquis de Sade,12824,3.08,2107
