,book_title,author,num_ratings,average_rating,5_star_reviews,book_author
10019,English Passengers,Matthew Kneale,7203,4.06,2799,English Passengers - Matthew Kneale
10020,Wanderlust,Danielle Steel,7593,3.96,2799,Wanderlust - Danielle Steel
10021,Full Tilt,Neal Shusterman,9010,3.88,2799,Full Tilt - Neal Shusterman
10022,The Road to Jerusalem,Jan Guillou,8542,4.01,2794,The Road to Jerusalem - Jan Guillou
10023,The Birthday of the World and Other Stories,Ursula K. Le Guin,5611,4.32,2794,The Birthday of the World and Other Stories - Ursula K. Le Guin
10024,Lighthousekeeping,Jeanette Winterson,9424,3.87,2793,Lighthousekeeping - Jeanette Winterson
10025,Only Forward,Michael Marshall Smith,5839,4.22,2790,Only Forward - Michael Marshall Smith
10026,Assassin Study,Maria V. Snyder,10937,3.73,2790,Assassin Study - Maria V. Snyder
10027,Dream of the Red Chamber,Tsao Hsueh-Chin,5353,4.18,2787,Dream of the Red Chamber - Tsao Hsueh-Chin
10028,"Every Breath You Take: A True Story of Obsession, Revenge, and Murder",Ann Rule,8015,4.03,2786,"Every Breath You Take: A True Story of Obsession, Revenge, and Murder - Ann Rule"
10029,The Cold Six Thousand,James Ellroy,7837,4.03,2786,The Cold Six Thousand - James Ellroy
10030,The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton,6105,4.29,2785,The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World - Steve  Pemberton
10031,Rule of the Bone,Russell Banks,9175,3.88,2784,Rule of the Bone - Russell Banks
10032,"How They Met, and Other Stories",David Levithan,11155,3.75,2784,"How They Met, and Other Stories - David Levithan"
10033,Song of Kali,Dan Simmons,14067,3.61,2782,Song of Kali - Dan Simmons
10034,The Mezzanine,Nicholson Baker,8972,3.84,2782,The Mezzanine - Nicholson Baker
10035,So Much Closer,Susane Colasanti,9582,3.68,2781,So Much Closer - Susane Colasanti
10036,يوميات نائب في الأرياف,Tawfiq Al-Hakim,9656,3.90,2780,يوميات نائب في الأرياف - Tawfiq Al-Hakim
10037,Mr. Darcy Takes a Wife: Pride and Prejudice Continues,Linda Berdoll,11840,3.42,2779,Mr. Darcy Takes a Wife: Pride and Prejudice Continues - Linda Berdoll
10038,Valor's Choice,Tanya Huff,8566,3.99,2779,Valor's Choice - Tanya Huff
10039,I Know What You Did Last Summer,Lois Duncan,16900,3.42,2778,I Know What You Did Last Summer - Lois Duncan
10040,The Thin Executioner,Darren Shan,6021,4.17,2776,The Thin Executioner - Darren Shan
10041,A Passion Most Pure,Julie Lessman,6356,3.98,2773,A Passion Most Pure - Julie Lessman
10042,Queens' Play,Dorothy Dunnett,4619,4.45,2773,Queens' Play - Dorothy Dunnett
10043,A Writer's Diary,Virginia Woolf,6175,4.16,2772,A Writer's Diary - Virginia Woolf
10044,"3 Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager",Buzz Bissinger,8297,3.91,2770,"3 Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager - Buzz Bissinger"
10045,The Magic of Ordinary Days,Ann Howard Creel,10003,3.90,2770,The Magic of Ordinary Days - Ann Howard Creel
10046,Sacred Games,Vikram Chandra,8843,3.93,2769,Sacred Games - Vikram Chandra
10047,Leap of Faith: Memoirs of an Unexpected Life,Queen Noor,9997,3.82,2768,Leap of Faith: Memoirs of an Unexpected Life - Queen Noor
10048,Sixty Stories,Donald Barthelme,5956,4.19,2765,Sixty Stories - Donald Barthelme
10049,"The Winter of Red Snow: The Revolutionary War Diary of Abigail Jane Stewart, Valley Forge, Pennsylvania, 1777",Kristiana Gregory,8572,3.92,2765,"The Winter of Red Snow: The Revolutionary War Diary of Abigail Jane Stewart, Valley Forge, Pennsylvania, 1777 - Kristiana Gregory"
10050,نادي السيارات,Alaa Al Aswany,14283,3.48,2763,نادي السيارات - Alaa Al Aswany
10051,Strength to Love,Martin Luther King Jr.,3894,4.62,2761,Strength to Love - Martin Luther King Jr.
10052,Tommo and Hawk,Bryce Courtenay,7372,4.09,2760,Tommo and Hawk - Bryce Courtenay
10053,Quantum Healing: Exploring the Frontiers of Mind Body Medicine,Deepak Chopra,6196,4.15,2760,Quantum Healing: Exploring the Frontiers of Mind Body Medicine - Deepak Chopra
10054,Mistress of Mellyn,Victoria Holt,9242,3.92,2760,Mistress of Mellyn - Victoria Holt
10055,Thurston House,Danielle Steel,7040,4.00,2759,Thurston House - Danielle Steel
10056,From Manchester to the Arctic,Sheena  Billett,6076,4.31,2758,From Manchester to the Arctic - Sheena  Billett
10057,Elephant Run,Roland Smith,6765,4.09,2757,Elephant Run - Roland Smith
10058,"Pinball, 1973",Haruki Murakami,18920,3.51,2757,"Pinball, 1973 - Haruki Murakami"
10059,Sing Me to Sleep,Angela Morrison,6512,3.95,2755,Sing Me to Sleep - Angela Morrison
10060,A Gracious Enemy & After the War Volume Two,Michael G. Kramer,6130,4.29,2755,A Gracious Enemy & After the War Volume Two - Michael G. Kramer
10061,Encounters with the Archdruid,John McPhee,6305,4.22,2754,Encounters with the Archdruid - John McPhee
10062,Fiasco: The American Military Adventure in Iraq,Thomas E. Ricks,7533,4.08,2754,Fiasco: The American Military Adventure in Iraq - Thomas E. Ricks
10063,Warping Minds & Other Misdemeanors,Annette Marie,6185,4.24,2753,Warping Minds & Other Misdemeanors - Annette Marie
10064,Translations,Brian Friel,9060,3.84,2751,Translations - Brian Friel
10065,The Wrinkle in Time Quintet - Digest Size Boxed Set,Madeleine L'Engle,4890,4.35,2749,The Wrinkle in Time Quintet - Digest Size Boxed Set - Madeleine L'Engle
10066,Submarine,Joe Dunthorne,11246,3.75,2747,Submarine - Joe Dunthorne
10067,Submarine,Joe Dunthorne,11245,3.75,2747,Submarine - Joe Dunthorne
10068,Revived,Cat Patrick,9386,3.78,2747,Revived - Cat Patrick
10069,The Woman Who Walked Into Doors,Roddy Doyle,10804,3.85,2747,The Woman Who Walked Into Doors - Roddy Doyle
10070,Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,Claudia   Clark,5915,4.28,2746,Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel - Claudia   Clark
10071,Brightly Woven,Alexandra Bracken,9025,3.80,2745,Brightly Woven - Alexandra Bracken
10072,Mirrorshades: The Cyberpunk Anthology,Bruce Sterling,9037,3.95,2745,Mirrorshades: The Cyberpunk Anthology - Bruce Sterling
10073,Farnham's Freehold,Robert A. Heinlein,12484,3.58,2745,Farnham's Freehold - Robert A. Heinlein
10074,The Stolen Child,Keith Donohue,11508,3.73,2744,The Stolen Child - Keith Donohue
10075,The Death of Grass,John Christopher,9829,3.88,2744,The Death of Grass - John Christopher
10076,The Witches of Eileanan,Kate Forsyth,7162,4.03,2744,The Witches of Eileanan - Kate Forsyth
10077,Danzig Passage,Bodie Thoene,4896,4.42,2739,Danzig Passage - Bodie Thoene
10078,Sueños de piedra,Iria G. Parente,5973,4.16,2738,Sueños de piedra - Iria G. Parente
10079,Phantom Waltz,Catherine Anderson,6018,4.17,2738,Phantom Waltz - Catherine Anderson
10080,The Disorderly Knights,Dorothy Dunnett,4000,4.59,2738,The Disorderly Knights - Dorothy Dunnett
10081,Child of Another Kind,Steven Decker,5957,4.29,2736,Child of Another Kind - Steven Decker
10082,Call It Sleep,Henry Roth,8628,3.81,2734,Call It Sleep - Henry Roth
10083,The Pursuit of Happiness,Douglas Kennedy,6651,4.16,2733,The Pursuit of Happiness - Douglas Kennedy
10084,Special Delivery,Danielle Steel,7579,3.88,2732,Special Delivery - Danielle Steel
10085,Skeleton Man,Tony Hillerman,8500,4.01,2726,Skeleton Man - Tony Hillerman
10086,Lost Identity,Karl Braungart,5943,4.28,2725,Lost Identity - Karl Braungart
10087,Incendiary,Chris Cleave,13663,3.62,2724,Incendiary - Chris Cleave
10088,Godless: How an Evangelical Preacher Became One of America's Leading Atheists,Dan Barker,7093,3.97,2722,Godless: How an Evangelical Preacher Became One of America's Leading Atheists - Dan Barker
10089,"We Should All Be Millionaires: A Woman’s Guide to Earning More, Building Wealth, and Gaining Economic Power",Rachel Rodgers,5728,4.20,2721,"We Should All Be Millionaires: A Woman’s Guide to Earning More, Building Wealth, and Gaining Economic Power - Rachel Rodgers"
10090,The Black Swan,Mercedes Lackey,8672,3.86,2719,The Black Swan - Mercedes Lackey
10091,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,5912,4.12,2719,Laura: The Life of Laura Ingalls Wilder - Donald Zochert
10092,The War of the Flowers,Tad Williams,9255,3.89,2718,The War of the Flowers - Tad Williams
10093,A Case of Exploding Mangoes,Mohammed Hanif,11502,3.76,2718,A Case of Exploding Mangoes - Mohammed Hanif
10094,Sharpe's Devil,Bernard Cornwell,7393,4.12,2716,Sharpe's Devil - Bernard Cornwell
10095,Omon Ra,Victor Pelevin,8805,3.90,2715,Omon Ra - Victor Pelevin
10096,Netherland,Joseph O'Neill,18239,3.41,2714,Netherland - Joseph O'Neill
10097,The History of Joseph Smith by His Mother,Lucy Mack Smith,5174,4.26,2713,The History of Joseph Smith by His Mother - Lucy Mack Smith
10098,Cajas de cartón: Relatos de la vida peregrina de un niño campesino,Francisco Jiménez,7044,4.07,2713,Cajas de cartón: Relatos de la vida peregrina de un niño campesino - Francisco Jiménez
10099,Ich bin dann mal weg: Meine Reise auf dem Jakobsweg,Hape Kerkeling,7453,4.03,2710,Ich bin dann mal weg: Meine Reise auf dem Jakobsweg - Hape Kerkeling
10100,Evenfall,Ais,5221,4.19,2709,Evenfall - Ais
10101,Incantation,Alice Hoffman,8667,3.91,2709,Incantation - Alice Hoffman
10102,Life Among the Savages,Shirley Jackson,8243,3.98,2707,Life Among the Savages - Shirley Jackson
10103,The Homecoming,Harold Pinter,9808,3.70,2707,The Homecoming - Harold Pinter
10104,Ship of Gold in the Deep Blue Sea,Gary Kinder,5387,4.30,2705,Ship of Gold in the Deep Blue Sea - Gary Kinder
10105,Nine Lives: In Search of the Sacred in Modern India,William Dalrymple,8004,4.06,2705,Nine Lives: In Search of the Sacred in Modern India - William Dalrymple
10106,Maryamah Karpov: Mimpi-mimpi Lintang,Andrea Hirata,9955,3.69,2703,Maryamah Karpov: Mimpi-mimpi Lintang - Andrea Hirata
10107,Betsy Was a Junior,Maud Hart Lovelace,5390,4.20,2703,Betsy Was a Junior - Maud Hart Lovelace
10108,The Brief History of the Dead,Kevin Brockmeier,12274,3.67,2702,The Brief History of the Dead - Kevin Brockmeier
10109,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,5440,4.26,2701,The Origin of Consciousness in the Breakdown of the Bicameral Mind - Julian Jaynes
10110,Caught Running,Madeleine Urban,8715,3.92,2700,Caught Running - Madeleine Urban
10111,خداحافظ گاری کوپر,Romain Gary,8220,3.86,2695,خداحافظ گاری کوپر - Romain Gary
10112,Beggars in Spain,Nancy Kress,8516,3.93,2693,Beggars in Spain - Nancy Kress
10113,Obama's Wars,Bob Woodward,8823,3.81,2692,Obama's Wars - Bob Woodward
10114,Already Dead,Charlie Huston,10357,3.80,2691,Already Dead - Charlie Huston
10115,Mr.Palomar,Italo Calvino,8667,3.91,2690,Mr.Palomar - Italo Calvino
10116,The Almost Moon,Alice Sebold,38739,2.72,2690,The Almost Moon - Alice Sebold
10117,Playing to Win: How Strategy Really Works,A.G. Lafley,7648,3.99,2688,Playing to Win: How Strategy Really Works - A.G. Lafley
10118,The Queen of Bedlam,Robert McCammon,5981,4.29,2687,The Queen of Bedlam - Robert McCammon
10119,مثنوی معنوی,Rumi (Jalal ad-Din Muhammad ar-Rumi),4057,4.44,2686,مثنوی معنوی - Rumi (Jalal ad-Din Muhammad ar-Rumi)
10120,Meridian,Amber Kizer,9172,3.71,2685,Meridian - Amber Kizer
10121,Birdy,William Wharton,7471,4.02,2683,Birdy - William Wharton
10122,The Piano Tuner,Daniel       Mason,14024,3.61,2682,The Piano Tuner - Daniel       Mason
10123,Transformation,Carol Berg,7245,4.00,2681,Transformation - Carol Berg
10124,Sugar and Spice,Lauren Conrad,13576,3.51,2678,Sugar and Spice - Lauren Conrad
10125,The Cat Ate My Gymsuit,Paula Danziger,8779,3.83,2677,The Cat Ate My Gymsuit - Paula Danziger
10126,Planetfall,Emma Newman,11971,3.72,2675,Planetfall - Emma Newman
10127,The Calling of Emily Evans,Janette Oke,7090,3.92,2675,The Calling of Emily Evans - Janette Oke
10128,The Hunter,L.J. Smith,6834,3.97,2674,The Hunter - L.J. Smith
10129,The Rebels of Ireland,Edward Rutherfurd,7219,4.11,2672,The Rebels of Ireland - Edward Rutherfurd
10130,House of Dark Shadows,Robert Liparulo,7838,3.89,2671,House of Dark Shadows - Robert Liparulo
10131,Ματωμένα χώματα,Dido Sotiriou,4830,4.40,2671,Ματωμένα χώματα - Dido Sotiriou
10132,Make Lemonade,Virginia Euwer Wolff,10817,3.69,2670,Make Lemonade - Virginia Euwer Wolff
10133,Just Once,Karen Kingsbury,4554,4.42,2670,Just Once - Karen Kingsbury
10134,"They Shoot Horses, Don't They?",Horace McCoy,10099,3.86,2668,"They Shoot Horses, Don't They? - Horace McCoy"
10135,Force of Nature,Suzanne Brockmann,6451,4.16,2666,Force of Nature - Suzanne Brockmann
10136,Look Back in Anger,John Osborne,12059,3.55,2661,Look Back in Anger - John Osborne
10137,The Romance of Tristan and Iseult,Joseph Bédier,13162,3.51,2660,The Romance of Tristan and Iseult - Joseph Bédier
10138,"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45",John  Toland,5453,4.28,2658,"The Rising Sun: The Decline & Fall of the Japanese Empire, 1936-45 - John  Toland"
10139,A Sound of Thunder,Ray Bradbury,7331,4.08,2657,A Sound of Thunder - Ray Bradbury
10140,Beautiful Broken Things,Sara  Barnard,10623,3.76,2656,Beautiful Broken Things - Sara  Barnard
10141,Wifey,Judy Blume,15978,3.39,2656,Wifey - Judy Blume
10142,The Merchant and the Alchemist's Gate,Ted Chiang,5162,4.38,2655,The Merchant and the Alchemist's Gate - Ted Chiang
10143,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want,Deepak Chopra,6142,4.05,2653,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want - Deepak Chopra
10144,The Bristling Wood,Katharine Kerr,7257,4.07,2652,The Bristling Wood - Katharine Kerr
10145,Don't Move,Margaret Mazzantini,8513,3.80,2651,Don't Move - Margaret Mazzantini
10146,Alone on a Wide Wide Sea,Michael Morpurgo,5774,4.21,2651,Alone on a Wide Wide Sea - Michael Morpurgo
10147,Archangel,Robert   Harris,11771,3.81,2650,Archangel - Robert   Harris
10148,The Skinner,Neal Asher,6501,4.15,2648,The Skinner - Neal Asher
10149,Full Circle,Danielle Steel,8137,3.88,2648,Full Circle - Danielle Steel
10150,The Sacred Well Murders,Susan  Rowland,5755,4.30,2648,The Sacred Well Murders - Susan  Rowland
10151,The Boy From Block 66: A WW2 Jewish Holocaust Survival True Story,Limor Regev,4349,4.47,2647,The Boy From Block 66: A WW2 Jewish Holocaust Survival True Story - Limor Regev
10152,Falcondance,Amelia Atwater-Rhodes,7623,3.89,2646,Falcondance - Amelia Atwater-Rhodes
10153,Silver Wedding,Maeve Binchy,11904,3.69,2646,Silver Wedding - Maeve Binchy
10154,The Road Home,Rose Tremain,9963,3.88,2646,The Road Home - Rose Tremain
10155,Not Wanted on the Voyage,Timothy Findley,7038,3.98,2643,Not Wanted on the Voyage - Timothy Findley
10156,The Largesse of the Sea Maiden,Denis Johnson,8481,3.94,2643,The Largesse of the Sea Maiden - Denis Johnson
10157,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4978,4.33,2640,View with a Grain of Sand: Selected Poems - Wisława Szymborska
10158,Body In The Woods,Behcet Kaya,5624,4.32,2638,Body In The Woods - Behcet Kaya
10159,The Unknown Soldier,Väinö Linna,7106,4.04,2634,The Unknown Soldier - Väinö Linna
10160,The Inverted World,Christopher Priest,9283,3.93,2632,The Inverted World - Christopher Priest
10161,Piercing,Ryū Murakami,13710,3.68,2629,Piercing - Ryū Murakami
10162,Roma,Steven Saylor,8289,3.93,2629,Roma - Steven Saylor
10163,Making Rounds with Oscar: The Extraordinary Gift of an Ordinary Cat,David Dosa,7256,4.04,2628,Making Rounds with Oscar: The Extraordinary Gift of an Ordinary Cat - David Dosa
10164,The Transall Saga,Gary Paulsen,5536,4.22,2628,The Transall Saga - Gary Paulsen
10165,The Meaning of Night,Michael Cox,9368,3.72,2627,The Meaning of Night - Michael Cox
10166,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles,Anthony Swofford,11407,3.69,2626,Jarhead : A Marine's Chronicle of the Gulf War and Other Battles - Anthony Swofford
10167,Santa Olivia,Jacqueline Carey,9082,3.85,2623,Santa Olivia - Jacqueline Carey
10168,"Billy Budd, Sailor",Herman Melville,18018,3.17,2622,"Billy Budd, Sailor - Herman Melville"
10169,The Store,Bentley Little,8501,3.82,2621,The Store - Bentley Little
10170,The Death of Bunny Munro,Nick Cave,16046,3.44,2620,The Death of Bunny Munro - Nick Cave
10171,Tom Clancy Weapons Grade,Don Bentley,4856,4.35,2619,Tom Clancy Weapons Grade - Don Bentley
10172,The Four-Story Mistake,Elizabeth Enright,5030,4.29,2619,The Four-Story Mistake - Elizabeth Enright
10173,Das Boot: The Boat,Lothar-Günther Buchheim,5387,4.25,2618,Das Boot: The Boat - Lothar-Günther Buchheim
10174,After Virtue,Alasdair MacIntyre,5735,4.18,2617,After Virtue - Alasdair MacIntyre
10175,Stinger,Robert McCammon,8559,3.89,2617,Stinger - Robert McCammon
10176,A Kestrel For A Knave,Barry Hines,6893,4.05,2616,A Kestrel For A Knave - Barry Hines
10177,Queer,William S. Burroughs,13862,3.60,2616,Queer - William S. Burroughs
10178,A Kestrel for a Knave,Barry Hines,6893,4.05,2616,A Kestrel for a Knave - Barry Hines
10179,Flashman at the Charge,George MacDonald Fraser,5242,4.37,2615,Flashman at the Charge - George MacDonald Fraser
10180,Chocky,John Wyndham,10856,3.86,2615,Chocky - John Wyndham
10181,Hot Pursuit,Suzanne Brockmann,5978,4.22,2607,Hot Pursuit - Suzanne Brockmann
10182,Himnaríki og helvíti,Jón Kalman Stefánsson,6016,4.17,2607,Himnaríki og helvíti - Jón Kalman Stefánsson
10183,The Legend of Zelda: Ocarina of Time 01,Akira Himekawa,5167,4.26,2606,The Legend of Zelda: Ocarina of Time 01 - Akira Himekawa
10184,By the Rivers of Babylon,Nelson DeMille,8239,3.93,2604,By the Rivers of Babylon - Nelson DeMille
10185,Three Plums In One,Janet Evanovich,4909,4.32,2603,Three Plums In One - Janet Evanovich
10186,The Painted Drum,Louise Erdrich,9384,3.91,2601,The Painted Drum - Louise Erdrich
10187,Lightning,Danielle Steel,7134,3.89,2599,Lightning - Danielle Steel
10188,End the Fed,Ron Paul,6155,4.05,2599,End the Fed - Ron Paul
10189,"Pandora Hearts, Volume 6",Jun Mochizuki,4258,4.44,2598,"Pandora Hearts, Volume 6 - Jun Mochizuki"
10190,Universal Principles of Design,William Lidwell,5769,4.16,2597,Universal Principles of Design - William Lidwell
10191,The Funny Thing Is...,Ellen DeGeneres,10742,3.57,2597,The Funny Thing Is... - Ellen DeGeneres
10192,سقف الكفاية,محمد حسن علوان,9025,3.50,2596,سقف الكفاية - محمد حسن علوان
10193,The White Castle,Orhan Pamuk,15314,3.48,2595,The White Castle - Orhan Pamuk
10194,Somewhere In Time,Richard Matheson,8068,3.85,2594,Somewhere In Time - Richard Matheson
10195,Firstborn,Brandon Sanderson,9025,3.97,2593,Firstborn - Brandon Sanderson
10196,The Romantic,William  Boyd,6423,4.16,2593,The Romantic - William  Boyd
10197,A Little Pinprick,Paige Dearth,4036,4.48,2592,A Little Pinprick - Paige Dearth
10198,The Last Days of the Incas,Kim MacQuarrie,6175,4.19,2591,The Last Days of the Incas - Kim MacQuarrie
10199,Sunset in St. Tropez,Danielle Steel,7782,3.80,2590,Sunset in St. Tropez - Danielle Steel
10200,Jerusalem Interlude,Bodie Thoene,4893,4.36,2589,Jerusalem Interlude - Bodie Thoene
10201,Slam,Nick Hornby,26131,3.25,2588,Slam - Nick Hornby
10202,The Dragon Princess,E.D. Baker,6188,4.11,2584,The Dragon Princess - E.D. Baker
